id,name,sanskrit_name,level,type,benefits,duration,double_sided
20777760-1093-11eb-adc1-0242ac120002,Half Frog Pose,Ardha Bhekasana,Intermediate,Prone,Stretches abdomen and quadriceps Strengthens arms and shoulders Provides relief in back pain,0.5,TRUE
2077781e-1093-11eb-adc1-0242ac120002,Half Lord of Fishes Pose,Ardha Matsyendrasana,Intermediate,Seated,Beneficial in weight loss and asthma Improves spine and hip flexibility Massages abdominal organs,1,TRUE
207778dc-1093-11eb-adc1-0242ac120002,Half Lotus Pose ,Ardha Padmasana,Easy,Seated,Ideal pose for Pranayama practice Stretches lower back and hips Improves spine health and posture,0.5,TRUE
2077799a-1093-11eb-adc1-0242ac120002,Half Moon Pose,Ardha Chandrasana,Easy,Standing,Aids in fat loss Greatly increases sense of balance and mental focus Stretches thighs and ankles,1,TRUE
20777ba2-1093-11eb-adc1-0242ac120002,Half Pigeon Pose,Ardha Kapotasana,Easy,Seated,Stretches groin and thighs Tones lower back Great for posture correction,1,TRUE
20777c6a-1093-11eb-adc1-0242ac120002,Headstand,Sirsasana,Advanced,Balance,Improves balance and focus Strengthens upper body Avoid if you have neck injury or migraine,1,FALSE
20777d28-1093-11eb-adc1-0242ac120002,Happy Baby Pose,Ananda Balasana,Easy,Supine,"Induces feelings of relaxation and happiness Rejuvenates back, arms and hips Strengthens digestive system",1,FALSE
20777de6-1093-11eb-adc1-0242ac120002,Rabbit Pose,Shashankasana,Intermediate,Seated,"Beneficial in urinary and reproductive disorders Deep stretches shoulders, arms and wrists Strengthens knees",1,FALSE
20777ea4-1093-11eb-adc1-0242ac120002,Head to Knee Pose,Janu Sirsasana,Intermediate,Seated,Great stretch for hamstrings and calves Increases metabolism Strengthens back and shoulders,1,TRUE
20777f6c-1093-11eb-adc1-0242ac120002,Heron Pose,Krounchasana,Intermediate,Standing,Improves posture and balance Deeply stretches thighs and calves Good for spine health and memory,1,TRUE
20778192-1093-11eb-adc1-0242ac120002,Pyramid pose,Parsvottanasana,Intermediate,Standing,"Stretches back, groin and inner thighs Tones abdomen and lower body Great for weight and fat loss",0.5,TRUE
2077825a-1093-11eb-adc1-0242ac120002,Knee to Ear Pose,Karnapidasana,Advanced,Supine,Improves balance Strengthens shoulders and knees Stretches back and feet,1,FALSE
20778318-1093-11eb-adc1-0242ac120002,Knee-Chest-Chin Pose,Ashtanga Namaskara,Intermediate,Prone,Beneficial in back pain Strengthens whole body Stimulates abdominal and reproductive organs,0.5,FALSE
207783d6-1093-11eb-adc1-0242ac120002,Knees to chest pose,Apanasana,Easy,Supine,Improves digestion and metabolism Relaxes back and neck Stretches shoulders and arms,1,FALSE
2077849e-1093-11eb-adc1-0242ac120002,Legs Up The Wall Pose,Viparita Karani,Easy,Supine,Restores energy levels Good for spine health and neck Beneficial in urinary disorders,1,FALSE
20778566-1093-11eb-adc1-0242ac120002,Lion Pose,Simha Vajrasana,Easy,Seated,Provides relief in reproductive health issues Good for back pain Strengthens arms and back,1,FALSE
20778624-1093-11eb-adc1-0242ac120002,Lizard Pose,Uttana Pristhasana,Intermediate,Standing,"Stretches shoulders, hips and groin Shapes thighs and calves Good for flat feet and sciatica",1,TRUE
20778872-1093-11eb-adc1-0242ac120002,Locust Pose,Salambhasana,Easy,Prone,"Tones hips, thighs, and upper back Strengthens shoulders Stretches quadriceps and feet",1,FALSE
20778944-1093-11eb-adc1-0242ac120002,Lord of Dancers Pose,Natarajasana,Advanced,Standing,Great hip opener and balance enhancer Improves mental focus and back flexibility Sculpts arms and calves,1,TRUE
20778a02-1093-11eb-adc1-0242ac120002,Lord of Fishes Pose,Matsyendrasana,Easy,Seated,Helps trim belly fat Stimulates abdominal organs and urinary system Stretches shoulders and abs,1,TRUE
20778ac0-1093-11eb-adc1-0242ac120002,Lord of Fishes Pose II,Padma Matsyendrasana,Intermediate,Seated,"Stretches shoulders, abs and hamstrings Tones back and hips Aids in weight loss",1,TRUE
20778b7e-1093-11eb-adc1-0242ac120002,Lotus in Shoulder Stand Pose,Padma Sarvangasana,Advanced,Supine,Strengthens shoulders and arms Corrects posture Improves memory and focus,1,FALSE
20778c3c-1093-11eb-adc1-0242ac120002,Lotus Pose,Padmasana,Intermediate,Seated,Ideal pose for meditation and Pranayama Stretches lower body and relaxes mind Helpful in back pain and other back issues,1,FALSE
20778d04-1093-11eb-adc1-0242ac120002,Lunge Pose,Ashva Sanchalanasana,Easy,Standing,"Good for flat feet and mental stress Strengthens Achilles’ tendon, hamstrings and fingers Deep stretches the back and legs",1,TRUE
20778f2a-1093-11eb-adc1-0242ac120002,Marichi’s Pose,Marichyasana,Intermediate,Seated,"Stretches back, hips and hamstrings Good for flat feet and digestive problems Relaxes shoulders and arms",1,TRUE
20778ffc-1093-11eb-adc1-0242ac120002,Low Lunge Pose,Anjaneyasana,Intermediate,Standing,"Deep stretches hips and groin Improves concentration and fact retention Great for stretching chest, feet and ankles",1,TRUE
207790ba-1093-11eb-adc1-0242ac120002,Mountain Pose,Tadasana,Easy,Standing,Helps gain initial sense of balance Opens up chest cavity for breathing exercises Stimulates thyroid and helps increase height,0.5,FALSE
20779178-1093-11eb-adc1-0242ac120002,One Legged Bridge Pose,Eka Pada Setuasana,Intermediate,Supine,"Strengthens back, ankles and shoulders Great stretch for abdomen and quadriceps Beneficial for urinary system function",1,TRUE
20779240-1093-11eb-adc1-0242ac120002,One Legged Downward Dog Pose,Eka Pada Svanasana,Intermediate,Prone,Enhances hamstring flexibility and hip flexion Stretches Achilles’ tendons and groin Improves digestion and balance,0.5,TRUE
20779308-1093-11eb-adc1-0242ac120002,One Legged Wheel Pose,Eka Pada Chakrasana,Advanced,Supine,"Improves balance and focus Strengthens arms, shoulders and ankles Tones back, hips and calves",1,TRUE
207793c6-1093-11eb-adc1-0242ac120002,One Legged Headstand,Eka Pada Sirsasana,Advanced,Balance,"Beneficial in mental stress, depression, anxiety and fatigue Stretches legs and ankles Strengthens back, elbows and forearms",1,TRUE
20779754-1093-11eb-adc1-0242ac120002,Peacock Pose,Mayurasana,Advanced,Balance,Good for working on focus Strengthens and tones arms and upper back Tones lower body and back,1,FALSE
20779862-1093-11eb-adc1-0242ac120002,Plow Pose,Halasana,Intermediate,Supine,Deep stretches back Strengthens shoulders and neck Tones abdomen and helps get relief from obesity,1,FALSE
2077992a-1093-11eb-adc1-0242ac120002,Pose Dedicated to the Sage Koundinya I,Eka Pada Koundinyanasana,Advanced,Balance,Strengthens arms Improves balance and focus Stretches groin and legs,1,TRUE
207799e8-1093-11eb-adc1-0242ac120002,Reclined Hero Pose,Supta Virasana,Intermediate,Seated,Relieves from lower back issues Stretches abdomen and quadriceps Relaxes mind and helps in fertility,1,FALSE
20779ab0-1093-11eb-adc1-0242ac120002,Reclined Thunderbolt Pose,Supta Vajrasana,Intermediate,Seated,Strengthens shoulders and elbows Relieves from upper back pain and stiffness Stretches chest muscles and helps breathe deeper,1,FALSE
20779b6e-1093-11eb-adc1-0242ac120002,Reclining Bound Angle Pose,Supta Baddha Konasana,Easy,Seated,"Great pose for mental and physical rejuvenation Beneficial in reproductive issues Deeply relaxes back, neck and groin",1,FALSE
20779c40-1093-11eb-adc1-0242ac120002,Reverse Corpse Pose,Advasana,Easy,Prone,Relaxes mind and body Stretches arm pits and abdomen Alternative pose for Yoga Nidra,1,FALSE
20779e48-1093-11eb-adc1-0242ac120002,Half Wheel Pose,Ardha Chakrasana,Intermediate,Standing,Strengthens and tones chest muscles Enhances sense of balance Increases ankle and back strength,0.5,FALSE
20779f10-1093-11eb-adc1-0242ac120002,Revolved Head to Knee Pose,Parivritta Janu Sirsasana,Easy,Seated,Stretches and tones abdomen and arms Great for hip opening and stave off fat from legs Improves spine and neck flexibility and strength,1,TRUE
20779fce-1093-11eb-adc1-0242ac120002,Revolved Extended Side Angle Pose,Parivritta Parsvokonasana,Intermediate,Standing,"Stretches groin and legs Helps trim down belly fat and tone abdomen Strengthens ankles, knees and wrist",1,FALSE
2077a096-1093-11eb-adc1-0242ac120002,Revolved Triangle Pose,Parivritta Trikonasana,Intermediate,Standing,Stretches hamstrings and Achilles’ tendon Relaxes back and hips Tones abdomen and shoulders,0.5,TRUE
2077a154-1093-11eb-adc1-0242ac120002,King Pigeon Pose,Raja Kapotasana,Advanced,Seated,Ideal for those ladies who are trying to conceive Improves posture Relieves back pain,1,TRUE
2077a21c-1093-11eb-adc1-0242ac120002,Scale Pose,Tolasana,Intermediate,Balance,"Strengthens arms, shoulders and chest Great for balance enhancement and hand grip Improves concentration",0.5,FALSE
2077a2da-1093-11eb-adc1-0242ac120002,Scorpion Pose,Vrschikasana,Advanced,Balance,Strengthens arms and shoulders Great for flexibility and back pain Improves mental focus,1,FALSE
2077a528-1093-11eb-adc1-0242ac120002,Seated Forward Bend Pose,Paschimottanasana,Easy,Seated,Stretches legs and back Stimulates abdominal organs Relaxes mind,1,FALSE
2077a5e6-1093-11eb-adc1-0242ac120002,Side Crane Pose,Parsva Bakasana,Intermediate,Balance,"Strengthens arms, shoulders and wrists Tones back and abdomen Improves focus and balance",1,TRUE
2077a6a4-1093-11eb-adc1-0242ac120002,Sphinx Pose,Salamba Bhujangasana,Easy,Prone,Strengthens arms and shoulders Tones lower back and hips Good for digestive issues,1,FALSE
2077a762-1093-11eb-adc1-0242ac120002,Staff Pose,Dandasana,Easy,Seated,"Improves seated posture and prepares body for follow up poses Enhances lung capacity and concentration Relaxes back, legs and shoulders",1,FALSE
2077a820-1093-11eb-adc1-0242ac120002,Standing Forward Bend Pose,Uttanasana,Easy,Standing,"Stimulates kidney, liver and pancreas for improved digestion Provides relief in obesity, stress and depression Enhances balance and spine strength",1,FALSE
2077a8de-1093-11eb-adc1-0242ac120002,Standing Half Forward Bend,Ardha Uttanasana,Easy,Standing,Corrects body alignment and standing posture Strengthens ankles and enhances toe grip Improves digestive and urinary functions,1,FALSE
2077abcc-1093-11eb-adc1-0242ac120002,Standing Spinal Twist Pose (),Katichakrasana,Easy,Standing,Stretches and relaxes abdomen Strengthens spine and makes it flexible Relieves of stress and anxiety,0.5,TRUE
2077acb2-1093-11eb-adc1-0242ac120002,Inverted Locust pose,Viparita Shalabhasana,Easy,Prone,Stretches arms and thighs Strengthens core and back Improves balance and focus,1,FALSE
2077ad70-1093-11eb-adc1-0242ac120002,Threading the Needle,Parsva Balasana,Easy,Seated,Great for mental and physical rejuvenation Stretches feet and shoulders Good for reproductive disorders,1,TRUE
2077ae2e-1093-11eb-adc1-0242ac120002,Thunderbolt Pose,Vajrasana,Easy,Seated,Aids in improving urinary and digestive functions Corrects body posture and stretches quads Great pose for practicing Pranayama,1,FALSE
2077aeec-1093-11eb-adc1-0242ac120002,Tortoise Pose,Kurmasana,Intermediate,Seated,Deeply stretches back and hips Stimulates heart and lungs Strengthens shoulders and lower back,1,FALSE
2077afaa-1093-11eb-adc1-0242ac120002,Tree Pose,Vrksasana,Easy,Standing,"Helps gain better sense of balance Strengthens ankles, knees and improves toe grip Rectifies standing posture",1,TRUE
2077b068-1093-11eb-adc1-0242ac120002,Triangle Pose,Trikonasana,Intermediate,Standing,Stretches inner thighs and groin Tones waist and aids in fat loss Helps with balance issues,1,TRUE
2077b2ac-1093-11eb-adc1-0242ac120002,Unsupported Shoulder Stand,Niralamba Sarvangasana,Intermediate,Supine,Strengthens shoulders and neck Improves balance and mental focus Provides relief in stress and anxiety,1,FALSE
2077b374-1093-11eb-adc1-0242ac120002,Upward Extended Feet Pose,Urdhva Prasarita Padasana,Easy,Supine,Tones legs and feet Shapes abdomen and stimulates the organs Helpful in hormonal imbalances,1,FALSE
2077b432-1093-11eb-adc1-0242ac120002,Upward Facing Forward Bend Pose,Urdhva Mukha Paschimottanasana,Advanced,Seated,Enhances sense of balance Stretches whole back and legs Reduces stress and feelings of panic,1,FALSE
2077b4f0-1093-11eb-adc1-0242ac120002,Upward Facing Two-Foot Staff Pose,Dvi Pada Viparita Dandasana,Intermediate,Supine,"Deeply stretches thighs, abdomen and chest Great for athletes Makes body flexible and agile",1,FALSE
2077b5a4-1093-11eb-adc1-0242ac120002,Upward Plank Pose,Purvottanasana,Intermediate,Seated,Strengthens arms and chest muscles Stretches ankles and knees Tones lower back,1,FALSE
2077b662-1093-11eb-adc1-0242ac120002,Upward Tree pose,Urdhva Hastasana,Easy,Standing,Stimulates abdominal organs Stretches arms and upper back Improves posture,1,FALSE
2077b720-1093-11eb-adc1-0242ac120002,Upward-Facing Dog,Urdhva Mukha Svanasana,Intermediate,Prone,"Helpful in thyroid issues Tones back, thighs and calves Strengthens shoulders and arms",0.5,FALSE
2077ba0e-1093-11eb-adc1-0242ac120002,Warrior I Pose,Virabhadrasana I,Easy,Standing,Shapes calves and hips Strengthens and stretches ankles and thighs Relaxes arms and back,0.5,TRUE
2077baf4-1093-11eb-adc1-0242ac120002,Warrior II Pose,Virabhadrasana II,Easy,Standing,"Strengthens and stretches ankles, calves and thighs Improves focus and memory Opens hips and stimulates reproductive organs",0.5,TRUE
2077bbbc-1093-11eb-adc1-0242ac120002,Warrior III Pose,Virabhadrasana III,Intermediate,Balance,Strengthens and tones the whole body Improves memory Corrects posture and improves balance,0.5,TRUE
2077bc70-1093-11eb-adc1-0242ac120002,Wheel Pose,Chakrasana,Intermediate,Supine,"Induces feelings of happiness and relieves from anger and frustration Great for digestive, urinary and reproductive system Strengthens arms and legs",1,FALSE
2077bd24-1093-11eb-adc1-0242ac120002,Wide Legged Standing Forward Bend Pose,Prasarita Paddotanasana,Intermediate,Standing,Provides relief from stress and obesity Strengthens ankles and wrists Enhances memory and flexibility,1,FALSE
2077bdd8-1093-11eb-adc1-0242ac120002,Wind Releasing Pose,Pavanamuktasana,Easy,Supine,Stimulates digestive system Help get rid of constipation and flatulence Rejuvenates body and mind,1,TRUE
2077be96-1093-11eb-adc1-0242ac120002,Noose Pose,Pasasana,Intermediate,Seated,Improves seated balance and posture Strengthens knees and ankles Enhances focus and flexibility,1,TRUE
2077c0d0-1093-11eb-adc1-0242ac120002,Sun Salutation A,Surya Namaskara A,Easy,SunSalutations,1. Complete Practice 2. Stretches out all important organs in the body,0.5,FALSE
2077c1a2-1093-11eb-adc1-0242ac120002,Sun Salutation B,Surya Namaskara B,Easy,SunSalutations,1. Complete Practice 2. Stretches out the whole body,1,FALSE
2077c260-1093-11eb-adc1-0242ac120002,Zen Meditation,Zazen Dhyana,Easy,Meditation,1. Fosters a sense of presence and alertness,1,FALSE
2077c314-1093-11eb-adc1-0242ac120002,Revolved Abdomen Pose,Jathara Parivartanasana,Easy,Supine,Stretches abdomen and lower back Improves focus and sense of peace Tones back of shoulders and calves,1,TRUE
2077c3c8-1093-11eb-adc1-0242ac120002,Mantra Meditation,Mantra Dhyana,Easy,Meditation,1. The subtle vibrations associated with the repeated mantra can encourage positive change — 2. Boosts self-confidence or increased compassion for others  3. Helps you enter an even deeper state of meditation.,1,FALSE
2077c490-1093-11eb-adc1-0242ac120002,Effortless Presence Meditation,Sahaj Samadhi,Easy,Meditation,"1. It’s the state where the attention is not focused on anything in particular, but reposes on itself – quiet, empty, steady, and introverted.  2. Trains the mind, so that effortless inner silence and deeper states of consciousness can be discovered.",1,FALSE
2077c68e-1093-11eb-adc1-0242ac120002,Loving Kindness Meditation,Metta Dhyana,Easy,Meditation,"1. Boosts one’s ability to empathize with others 2. Development of positive emotions through compassion, including a more loving attitude towards oneself 3. Increased self-acceptance 4. Greater feeling of competence about one’s life 5. Increased feeling of purpose in life",1,FALSE
2077c74c-1093-11eb-adc1-0242ac120002,OM Meditation,Om Dhyana,Easy,Meditation,"1. As the practice deepens, you may find that the mantra continues “by itself” like the humming of the mind.  2. The mantra may even disappear, and you are left in a state of deep inner peace.",1,FALSE
2077c80a-1093-11eb-adc1-0242ac120002,Third Eye Meditation,Ajna Chakra Dhyana,Easy,Meditation,,1,FALSE
2077c8c8-1093-11eb-adc1-0242ac120002,Sound Meditation,Nada Yoga,Easy,Meditation,,1,FALSE
2077c986-1093-11eb-adc1-0242ac120002,Open monitoring Meditation,Nididhyāsana,Easy,Meditation,"1. Instead of focusing the attention on any one object, we keep it open, monitoring all aspects of our experience, without judgment or attachment. 2. All perceptions, be them internal (thoughts, feelings, memory, etc.) or external (sound, smell, etc.), are recognized and seen for what they are.",1,FALSE
2077ca4e-1093-11eb-adc1-0242ac120002,Wide-Legged Forward Bend,Prasaritta Padottanasana A,Easy,Standing,"1. Helps with Headache, Fatigue, Mild depression 2. Stretches the back and inside of the legs. 3. Opens the hips. 4. Stretches the spine. 5. Grounds you and calms the mind. Can relieve mild backache.",0.5,FALSE
2077cc6a-1093-11eb-adc1-0242ac120002,Wide Legged Forward Bend,Prasaritta Padottanasana B,Easy,Standing,"1. Helps with Headache, Fatigue, Mild depression 2. Stretches the back and inside of the legs. 3. Opens the hips. 4. Stretches the spine. 5. Grounds you and calms the mind. 6. Can relieve mild backache.",0.5,FALSE
2077cd32-1093-11eb-adc1-0242ac120002,Guided Meditation,Marga Dhyana,Easy,Mediation,"Depending on the script, scenario based meditation",1,FALSE
2077cdf0-1093-11eb-adc1-0242ac120002,Alternate Nostril Breathing,Nadi Shodana,Easy,Breathing,"1. Inhale left, exhale right   2. Inhale right, exhale left",1,FALSE
2077ceae-1093-11eb-adc1-0242ac120002,Ocean Breath,Ujjayi,Easy,Breathing,"1. Inhale for count of 4,5,6 with constriction at the back of the throat 2. Pause at the top of inhale for a count of 1 3. Exhale with throat constriction for a count of 4,5 or 6 4. Pause at the bottom of the exhale for a count of 1",1,FALSE
2077cf6c-1093-11eb-adc1-0242ac120002,Humming Bee Breath,Bhramari,Easy,Breathing,1. Press index finger to the cartilage between cheek and ear to block outside noise and keep elbows lifted 2. Inhale deep through the nose 3. Exhale through the nose while making the 'hmmmmm' sound like a bee,1,FALSE
2077d02a-1093-11eb-adc1-0242ac120002,Right nostril breathing,Surya Anuloma Viloma,Easy,Breathing,1. Adopt nasika mudra 2. Inhale and exhale through right nostril,1,FALSE
2077d278-1093-11eb-adc1-0242ac120002,Left Nostril Breathing,Chandra Anuloma Viloma,Easy,Breathing,1. Adopt nasika mudra 2. Inhale and exhale through left nostril 3. Cools the body,1,FALSE
2077d34a-1093-11eb-adc1-0242ac120002,Tongue Curling Cooling Breath,Sitali,Easy,Breathing,1. Curl your tongue and poke it out of mouth 2. Inhale through mouth - cool breath enters body 3. Withdraw tongue inside mouth 4. Exhale through nose 5. Repeat,1,FALSE
2077d408-1093-11eb-adc1-0242ac120002,Chakra Meditation,Chakra Dhyana,Easy,Meditation,Focus on each Chakra or a single chakra and meditate with the bija mantra,1,FALSE
2077d4c6-1093-11eb-adc1-0242ac120002,Twisted Toe Squat,Parovritta Prapadasana,Intermediate,Seated,1. Malasana on toes - bring hands to heart center and twist from the chest 2. Good for digestion and balance,0.5,TRUE
2077d584-1093-11eb-adc1-0242ac120002,Toe Thunderbolt Twist,Tiriyak Vajrasana on Toes,Easy,Seated,"1. Sit in Vajrasana with toes flexed 2. Bring hands to heart center and twist upper body to the left - breath 3. You can also extend the hands to the sides perpendicular to the body 4. Stretches toes, helps in digestion",1,TRUE
2077d642-1093-11eb-adc1-0242ac120002,Rotated Chair Pose,Parivrtta Utkatasana,Intermediate,Standing,"1. Strengthens the legs and the spine 2. In chair pose, bring hands to heart and twist to one side, hold and repeat on the other side",1,TRUE
2077d700-1093-11eb-adc1-0242ac120002,Swaying Palm Tree Pose,Tiriyak Tadasana,Easy,Standing,"1. Stretches the side of the chest, shoulders and the muscles between the ribs while building stability in the midsection 2. In mountain pose, lift hands over head, hold right wrist with left hand. Stretch on inhale and bend body to the left side. Hold and repeat to the other side. Gaze up or down if you have neck problems.",1,TRUE
2077da48-1093-11eb-adc1-0242ac120002,Cat Cow Posture,Marjaryasana Bitiliasana,Easy,Seated,1. Gently stretches the shoulder blades 2. Relaxes the back and abdominal muscles,1,FALSE
2077db10-1093-11eb-adc1-0242ac120002,Tiger Pose,Vyaghrasana,Easy,Seated,"1. Strengthens the spine 2. Stabilizes the hips 3. Increases the circulation in the torso, shoulders and neck 4. In table top posture, stretch right hand in front of you and left leg behind you. Hand and the leg should be in one single line. Repeat on the other side.",1,TRUE
2077dbce-1093-11eb-adc1-0242ac120002,Reverse Warrior Pose,Surya Virabhadrasana,Easy,Standing,1. Opens up the side of the body,1,TRUE
2077dc8c-1093-11eb-adc1-0242ac120002,Wide Angled Seated Forward Bend,Upavishta Konasana,Intermediate,Seated,1. Stretches the hips 2. Elevating posture,1,FALSE
